Department,region,Education,Gender,recruitment_channel,no_of_trainings,Age,previous_year_rating,awards_won,avg_training_score,is_promoted
Analytics,region_22,Bachelor's Degree,Male,other,2,31,4,0,80,0
Finance,region_2,Bachelor's Degree,Male,sourcing,1,23,0,0,58,0
Analytics,region_29,Bachelor's Degree,Male,other,2,29,2,0,84,0
Procurement,region_7,Master's Degree,Male,other,1,49,3,0,68,0
Sales & Marketing,region_4,Bachelor's Degree,Male,other,1,41,3,0,48,0
Analytics,region_22,Bachelor's Degree,Male,other,3,28,0,0,83,0
Analytics,region_7,Bachelor's Degree,Male,other,1,30,1,0,83,0
Sales & Marketing,region_23,Bachelor's Degree,Male,other,1,27,3,0,48,0
Operations,region_25,Master's Degree,Male,other,1,34,3,0,58,0
HR,region_23,Bachelor's Degree,Female,sourcing,1,29,2,0,55,0
Finance,region_2,High School,Male,other,1,23,3,0,54,0
Sales & Marketing,region_22,Bachelor's Degree,Male,other,2,27,4,0,52,0
Sales & Marketing,region_7,Master's Degree,Male,sourcing,1,48,3,0,52,0
Sales & Marketing,region_32,Bachelor's Degree,Male,other,2,29,2,0,49,0
Sales & Marketing,region_2,Bachelor's Degree,Female,sourcing,2,30,4,0,48,0
Operations,region_2,PhD,Male,other,1,31,5,0,60,0
Sales & Marketing,region_10,Bachelor's Degree,Male,sourcing,2,28,1,0,55,0
Technology,region_2,PhD,Male,sourcing,1,34,2,0,79,0
HR,region_2,Bachelor's Degree,Male,sourcing,1,49,4,0,52,0
HR,region_7,Master's Degree,Male,other,1,43,3,0,50,0
Analytics,region_2,Master's Degree,Male,other,1,56,1,0,84,0
Technology,region_22,Bachelor's Degree,Male,referred,2,28,4,0,75,0
Sales & Marketing,region_13,Bachelor's Degree,Female,sourcing,2,31,3,0,46,0
Procurement,region_17,Master's Degree,Female,sourcing,2,44,3,0,67,0
Technology,region_26,Master's Degree,Male,sourcing,2,33,5,0,94,1
Sales & Marketing,region_19,Bachelor's Degree,Male,other,2,39,3,0,49,0
Procurement,region_2,Bachelor's Degree,Male,sourcing,1,32,2,0,75,0
Analytics,region_26,Bachelor's Degree,Male,sourcing,1,32,5,0,85,0
Operations,region_31,Master's Degree,Female,sourcing,1,34,2,0,58,0
HR,region_22,Master's Degree,Female,other,1,37,3,0,48,0
R&D,region_2,Master's Degree,Female,other,1,31,4,0,86,0
HR,region_2,High School,Female,referred,1,22,3,0,46,0
Sales & Marketing,region_13,Bachelor's Degree,Male,other,1,48,5,0,39,1
Procurement,region_8,Master's Degree,Female,other,1,36,4,0,66,0
Technology,region_2,Master's Degree,Male,other,2,40,4,0,78,0
Operations,region_26,Bachelor's Degree,Female,other,1,39,3,0,60,0
Analytics,region_2,Bachelor's Degree,Male,sourcing,1,41,1,0,85,0
Technology,region_24,Bachelor's Degree,Male,other,1,33,2,0,76,0
Sales & Marketing,region_8,Master's Degree,Male,other,2,32,1,0,52,0
Sales & Marketing,region_2,Bachelor's Degree,Female,sourcing,1,51,1,0,51,0
Technology,region_5,Bachelor's Degree,Female,other,1,26,3,0,79,0
Analytics,region_31,Bachelor's Degree,Female,other,3,28,0,0,79,0
Sales & Marketing,region_30,Bachelor's Degree,Male,other,2,29,1,0,53,0
Procurement,region_7,Master's Degree,Female,other,1,42,3,0,69,0
HR,region_26,Bachelor's Degree,Female,sourcing,1,28,1,0,50,0
Procurement,region_1,Bachelor's Degree,Male,other,1,27,1,0,66,0
Technology,region_25,Bachelor's Degree,Male,sourcing,4,31,5,0,92,1
Procurement,region_13,Bachelor's Degree,Female,sourcing,1,29,4,0,84,1
Sales & Marketing,region_11,Bachelor's Degree,Male,other,1,42,3,0,49,0
Technology,region_13,Bachelor's Degree,Female,other,1,37,3,0,76,0
Technology,region_16,Bachelor's Degree,Female,other,1,56,3,0,84,1
Operations,region_2,Bachelor's Degree,Male,other,1,37,2,0,59,0
Operations,region_13,Master's Degree,Female,sourcing,1,42,5,0,57,0
Sales & Marketing,region_7,Bachelor's Degree,Female,other,2,31,5,0,52,0
Analytics,region_7,Master's Degree,Male,other,3,41,3,0,87,0
Sales & Marketing,region_4,Master's Degree,Male,other,1,55,3,0,48,0
Sales & Marketing,region_25,Bachelor's Degree,Male,other,1,31,5,0,50,0
Operations,region_20,Bachelor's Degree,Male,other,1,31,1,0,59,0
Operations,region_22,Master's Degree,Female,sourcing,1,36,2,0,59,0
Procurement,region_7,Master's Degree,Female,other,3,37,4,1,74,0
Operations,region_27,Bachelor's Degree,Female,sourcing,1,39,5,0,62,0
Analytics,region_32,Bachelor's Degree,Male,sourcing,1,36,3,0,81,0
Procurement,region_2,Bachelor's Degree,Female,other,1,53,3,0,67,0
Sales & Marketing,region_7,Bachelor's Degree,Male,other,2,52,1,0,53,0
Operations,region_12,Bachelor's Degree,Female,sourcing,1,27,0,0,39,0
Sales & Marketing,region_15,Bachelor's Degree,Male,sourcing,2,33,3,0,51,0
Analytics,region_2,Bachelor's Degree,Male,sourcing,4,33,4,0,83,0
Procurement,region_22,Bachelor's Degree,Male,sourcing,1,38,3,1,67,0
Sales & Marketing,region_26,Master's Degree,Male,sourcing,3,38,3,0,47,0
Analytics,region_13,Master's Degree,Male,other,1,37,5,0,84,0
Sales & Marketing,region_9,PhD,Male,other,2,29,0,0,50,0
Sales & Marketing,region_28,Master's Degree,Male,other,1,30,3,0,51,0
Operations,region_22,Bachelor's Degree,Male,other,1,34,3,0,55,0
Analytics,region_22,Bachelor's Degree,Male,other,1,28,5,0,84,0
Analytics,region_25,Bachelor's Degree,Male,sourcing,1,28,4,0,85,0
Sales & Marketing,region_14,Bachelor's Degree,Male,other,1,27,0,0,52,0
Operations,region_25,Bachelor's Degree,Male,sourcing,1,34,5,0,59,0
Procurement,region_26,Bachelor's Degree,Male,other,1,31,4,0,70,0
Sales & Marketing,region_15,Master's Degree,Male,other,1,32,3,0,39,0
Analytics,region_16,Bachelor's Degree,Male,sourcing,1,40,4,0,82,0
Sales & Marketing,region_19,Bachelor's Degree,Male,other,2,32,5,1,50,0
HR,region_2,Bachelor's Degree,Male,referred,1,32,3,0,51,0
Operations,region_2,PhD,Female,other,1,37,3,0,58,0
Operations,region_20,Bachelor's Degree,Female,sourcing,1,36,3,0,60,0
Sales & Marketing,region_22,Bachelor's Degree,Male,other,1,32,5,0,51,0
Operations,region_15,Bachelor's Degree,Male,sourcing,2,36,1,0,57,0
R&D,region_2,PhD,Male,sourcing,1,25,0,0,87,0
Technology,region_30,Bachelor's Degree,Female,other,1,29,3,0,78,0
Procurement,region_14,Master's Degree,Female,other,1,40,3,0,73,0
Operations,region_22,Bachelor's Degree,Female,referred,1,34,5,0,62,0
Sales & Marketing,region_19,Bachelor's Degree,Male,other,1,40,5,0,55,0
Procurement,region_11,Master's Degree,Female,sourcing,1,38,3,0,71,1
Sales & Marketing,region_9,Master's Degree,Male,sourcing,1,29,3,1,50,1
Technology,region_15,Bachelor's Degree,Male,sourcing,1,29,3,0,81,0
Procurement,region_27,Bachelor's Degree,Male,sourcing,2,35,3,0,69,0
Sales & Marketing,region_22,Master's Degree,Male,sourcing,2,33,1,0,47,0
Sales & Marketing,region_3,Bachelor's Degree,Male,other,1,31,3,0,49,0
Analytics,region_22,Bachelor's Degree,Male,other,3,29,4,0,83,0
Technology,region_7,Bachelor's Degree,Male,sourcing,1,34,3,0,82,0
Procurement,region_2,Bachelor's Degree,Male,other,3,32,3,0,71,0
Procurement,region_17,Bachelor's Degree,Female,sourcing,1,60,5,0,69,0
Sales & Marketing,region_26,Bachelor's Degree,Male,other,1,24,0,0,47,0
Sales & Marketing,region_7,Bachelor's Degree,Male,sourcing,2,37,2,0,53,0
Sales & Marketing,region_14,Master's Degree,Male,sourcing,1,39,3,0,52,0
Operations,region_3,Master's Degree,Female,other,1,36,5,0,63,1
Sales & Marketing,region_15,Bachelor's Degree,Male,other,5,43,4,0,48,0
Procurement,region_17,Master's Degree,Female,other,1,35,2,0,67,0
Operations,region_22,Bachelor's Degree,Male,other,1,32,1,0,59,0
Analytics,region_2,Bachelor's Degree,Male,sourcing,1,47,5,0,84,0
Technology,region_7,Master's Degree,Male,other,1,45,5,0,77,0
Technology,region_7,Master's Degree,Female,other,1,40,4,0,79,0
Finance,region_31,Bachelor's Degree,Male,sourcing,2,31,4,0,60,0
Finance,region_2,Bachelor's Degree,Male,sourcing,1,60,1,0,59,0
Legal,region_2,High School,Male,sourcing,1,28,1,0,57,0
Finance,region_4,Master's Degree,Male,other,2,36,3,0,63,0
Sales & Marketing,region_15,Bachelor's Degree,Male,sourcing,1,33,1,0,51,0
Operations,region_31,Bachelor's Degree,Male,sourcing,1,35,5,0,57,1
Procurement,region_26,Bachelor's Degree,Male,sourcing,1,25,0,0,71,0
Sales & Marketing,region_2,Bachelor's Degree,Female,other,1,32,1,0,52,0
Procurement,region_17,Master's Degree,Male,other,1,32,3,0,68,0
Sales & Marketing,region_28,Master's Degree,Male,other,3,39,2,0,49,0
Analytics,region_22,Bachelor's Degree,Male,sourcing,3,24,0,0,84,0
Procurement,region_7,Master's Degree,Female,other,1,38,4,0,70,0
Analytics,region_2,Bachelor's Degree,Male,other,1,37,4,0,82,0
Procurement,region_25,Master's Degree,Male,other,1,34,3,0,72,0
Analytics,region_29,Bachelor's Degree,Male,other,1,26,2,0,84,0
Technology,region_7,Bachelor's Degree,Female,sourcing,1,26,0,0,77,0
Analytics,region_27,Bachelor's Degree,Male,other,2,26,0,0,85,0
Sales & Marketing,region_26,PhD,Male,other,1,25,5,0,50,0
Operations,region_26,Bachelor's Degree,Male,sourcing,1,45,3,0,58,0
Operations,region_2,Bachelor's Degree,Female,other,1,45,3,0,59,0
Procurement,region_22,Bachelor's Degree,Male,other,1,48,5,0,68,0
Operations,region_4,Master's Degree,Male,sourcing,2,44,3,0,67,1
Sales & Marketing,region_7,Bachelor's Degree,Male,sourcing,1,30,0,0,51,0
Procurement,region_22,Bachelor's Degree,Male,sourcing,3,26,3,0,69,0
Procurement,region_8,Master's Degree,Female,sourcing,1,37,5,0,71,0
Technology,region_31,Master's Degree,Male,other,1,31,3,0,80,0
Sales & Marketing,region_31,Bachelor's Degree,Male,sourcing,2,30,4,0,44,0
Operations,region_4,Master's Degree,Female,sourcing,1,40,2,0,39,0
Sales & Marketing,region_23,Master's Degree,Male,other,1,45,5,0,46,0
Sales & Marketing,region_2,PhD,Male,sourcing,1,24,3,1,88,1
Sales & Marketing,region_22,Bachelor's Degree,Male,sourcing,1,28,1,0,62,1
Operations,region_15,Bachelor's Degree,Male,other,1,40,4,0,59,0
Procurement,region_27,Master's Degree,Male,sourcing,1,36,5,0,68,0
Sales & Marketing,region_22,Bachelor's Degree,Female,other,1,31,5,0,47,0
Operations,region_22,Bachelor's Degree,Female,other,1,29,4,0,59,0
Sales & Marketing,region_27,Bachelor's Degree,Male,other,1,32,3,0,39,0
Sales & Marketing,region_4,Master's Degree,Female,other,1,41,4,0,52,0
Sales & Marketing,region_2,Bachelor's Degree,Male,other,2,50,3,0,53,1
Analytics,region_28,Master's Degree,Male,other,2,32,5,0,86,0
Technology,region_27,Bachelor's Degree,Male,other,1,25,3,0,79,1
Sales & Marketing,region_13,Bachelor's Degree,Male,other,1,20,5,0,50,0
Operations,region_2,Master's Degree,Male,sourcing,2,40,3,0,64,0
Sales & Marketing,region_22,Bachelor's Degree,Male,other,1,34,4,0,48,0
Sales & Marketing,region_9,Bachelor's Degree,Male,sourcing,1,34,3,0,53,0
Procurement,region_22,Master's Degree,Female,other,1,42,3,0,73,0
Technology,region_26,Master's Degree,Male,sourcing,1,36,1,0,83,0
Sales & Marketing,region_27,Bachelor's Degree,Female,sourcing,1,35,1,0,50,0
Analytics,region_2,Master's Degree,Male,other,1,48,5,0,85,0
Operations,region_24,Bachelor's Degree,Female,sourcing,1,30,5,0,58,0
Technology,region_5,Bachelor's Degree,Female,other,1,32,2,0,81,0
Operations,region_14,Bachelor's Degree,Female,other,1,32,5,0,57,0
Procurement,region_5,Master's Degree,Male,sourcing,2,35,3,0,71,0
Sales & Marketing,region_7,Master's Degree,Female,other,1,35,2,0,53,1
Sales & Marketing,region_15,Bachelor's Degree,Male,other,2,30,3,0,39,1
Sales & Marketing,region_27,Bachelor's Degree,Male,sourcing,1,41,1,0,53,0
HR,region_15,Bachelor's Degree,Male,other,1,37,5,0,48,0
Sales & Marketing,region_25,Master's Degree,Male,sourcing,2,33,3,0,54,0
Sales & Marketing,region_15,Bachelor's Degree,Male,sourcing,2,38,3,0,49,0
Operations,region_22,Bachelor's Degree,Male,sourcing,1,32,3,0,57,0
Sales & Marketing,region_25,Bachelor's Degree,Male,other,1,32,3,0,47,0
Operations,region_29,Bachelor's Degree,Female,other,1,35,3,0,69,0
Analytics,region_22,PhD,Female,other,1,26,5,0,84,1
Sales & Marketing,region_15,Master's Degree,Male,other,3,43,3,0,53,0
Legal,region_26,Bachelor's Degree,Male,other,1,32,3,0,63,0
Analytics,region_29,Bachelor's Degree,Male,other,1,29,3,0,84,0
Procurement,region_26,Master's Degree,Male,sourcing,2,36,4,0,72,0
Operations,region_4,Bachelor's Degree,Female,other,2,33,5,0,62,0
Operations,region_7,Bachelor's Degree,Male,sourcing,1,36,4,0,39,0
Sales & Marketing,region_15,Master's Degree,Female,sourcing,1,32,3,0,43,0
R&D,region_22,Bachelor's Degree,Male,sourcing,1,33,5,0,87,0
Procurement,region_7,Master's Degree,Male,sourcing,1,36,3,0,92,1
Procurement,region_2,Bachelor's Degree,Male,sourcing,1,34,0,0,98,1
Sales & Marketing,region_2,Master's Degree,Female,sourcing,2,35,3,0,52,0
Finance,region_33,Master's Degree,Male,other,1,30,3,0,39,0
Operations,region_20,Bachelor's Degree,Female,other,1,38,5,0,58,0
Procurement,region_2,Bachelor's Degree,Male,other,3,40,3,0,69,0
Technology,region_2,Bachelor's Degree,Male,other,1,53,4,0,81,0
Technology,region_15,Bachelor's Degree,Male,other,4,36,3,0,78,0
Sales & Marketing,region_2,Master's Degree,Male,other,2,43,1,0,47,0
Operations,region_15,Master's Degree,Male,other,1,38,3,0,54,0
Procurement,region_30,Bachelor's Degree,Female,other,1,38,1,0,66,0
Procurement,region_24,Master's Degree,Male,other,1,32,3,0,72,0
Procurement,region_7,Master's Degree,Female,other,1,44,5,0,69,1
Sales & Marketing,region_2,Master's Degree,Male,other,1,34,3,0,50,0
Technology,region_2,Bachelor's Degree,Female,sourcing,1,35,1,0,80,0
Operations,region_2,Bachelor's Degree,Male,sourcing,1,32,5,0,60,0
Sales & Marketing,region_32,PhD,Male,sourcing,1,29,3,0,47,0
Sales & Marketing,region_7,PhD,Male,other,1,27,5,0,53,0
Sales & Marketing,region_13,PhD,Male,other,1,30,2,0,51,0
Operations,region_15,Bachelor's Degree,Male,referred,1,35,5,0,60,0
Procurement,region_2,High School,Male,other,1,24,0,0,74,0
Sales & Marketing,region_26,Bachelor's Degree,Male,sourcing,2,29,1,0,39,0
Finance,region_7,Bachelor's Degree,Male,other,1,31,5,0,57,1
Technology,region_7,Bachelor's Degree,Male,sourcing,1,36,4,0,94,1
Sales & Marketing,region_12,Bachelor's Degree,Male,sourcing,1,31,3,0,48,0
Technology,region_27,Bachelor's Degree,Female,sourcing,2,34,5,0,83,0
Sales & Marketing,region_4,Bachelor's Degree,Male,sourcing,2,49,3,0,52,0
Analytics,region_26,Bachelor's Degree,Male,sourcing,2,27,2,0,84,0
Sales & Marketing,region_16,Bachelor's Degree,Male,other,1,31,2,0,51,0
Procurement,region_27,Bachelor's Degree,Female,other,1,31,5,0,67,0
Procurement,region_2,Master's Degree,Male,other,1,40,2,0,67,0
Operations,region_7,Master's Degree,Female,other,2,31,3,0,57,0
Legal,region_15,Master's Degree,Male,other,1,39,3,0,63,0
Technology,region_2,Bachelor's Degree,Female,other,1,46,1,0,79,0
Analytics,region_28,Bachelor's Degree,Male,sourcing,1,30,5,0,84,0
Operations,region_27,Bachelor's Degree,Male,other,1,31,0,0,60,1
Technology,region_5,Master's Degree,Female,sourcing,1,38,4,0,79,0
Operations,region_14,Bachelor's Degree,Female,other,1,32,1,0,58,0
Procurement,region_13,Bachelor's Degree,Male,other,1,32,4,1,69,0
Operations,region_22,Bachelor's Degree,Female,sourcing,1,30,5,0,58,0
Operations,region_2,Bachelor's Degree,Male,other,1,32,5,0,59,1
Operations,region_32,Bachelor's Degree,Male,sourcing,2,28,3,0,62,0
Procurement,region_16,Bachelor's Degree,Male,sourcing,1,36,3,0,69,0
Technology,region_12,Bachelor's Degree,Female,other,2,34,1,0,78,0
Technology,region_7,Bachelor's Degree,Male,other,1,40,3,0,80,0
Operations,region_31,PhD,Male,other,1,27,0,0,63,0
Operations,region_2,Bachelor's Degree,Male,other,1,57,1,0,60,0
Technology,region_7,Bachelor's Degree,Male,other,1,40,3,0,79,0
Sales & Marketing,region_34,Bachelor's Degree,Male,other,2,31,3,0,54,0
Technology,region_2,Bachelor's Degree,Male,other,1,50,3,0,82,0
Sales & Marketing,region_26,Bachelor's Degree,Male,sourcing,1,34,5,0,46,0
HR,region_20,Bachelor's Degree,Male,sourcing,1,31,1,0,47,0
Sales & Marketing,region_22,Master's Degree,Male,other,1,40,3,0,48,0
Procurement,region_2,Bachelor's Degree,Male,other,1,58,3,0,70,0
Technology,region_13,Master's Degree,Male,sourcing,1,46,4,0,73,0
Operations,region_31,Bachelor's Degree,Male,sourcing,1,41,4,0,56,0
Operations,region_13,Master's Degree,Male,sourcing,1,31,2,0,58,0
Technology,region_17,Bachelor's Degree,Male,other,1,34,4,0,80,0
Analytics,region_7,PhD,Male,sourcing,1,26,1,0,82,0
Sales & Marketing,region_22,PhD,Male,sourcing,3,23,0,0,51,0
Sales & Marketing,region_7,Master's Degree,Female,sourcing,1,39,3,0,39,0
Sales & Marketing,region_11,Bachelor's Degree,Male,sourcing,2,26,0,0,52,0
Technology,region_5,Bachelor's Degree,Male,sourcing,1,35,3,0,77,0
Operations,region_2,Master's Degree,Female,other,2,41,4,0,54,0
Technology,region_17,Bachelor's Degree,Male,other,1,26,3,0,83,0
Procurement,region_22,Bachelor's Degree,Female,sourcing,1,32,5,0,69,1
Operations,region_7,Bachelor's Degree,Male,other,1,34,3,0,58,0
Technology,region_7,Master's Degree,Male,sourcing,1,34,2,0,77,0
Operations,region_31,Bachelor's Degree,Female,sourcing,1,31,5,1,62,0
Sales & Marketing,region_27,Bachelor's Degree,Male,other,2,30,1,0,51,0
R&D,region_4,Master's Degree,Male,other,1,37,1,0,85,0
Technology,region_30,Bachelor's Degree,Female,sourcing,1,26,0,0,78,0
Procurement,region_13,Master's Degree,Female,sourcing,3,33,3,0,72,0
Technology,region_11,Master's Degree,Male,other,1,41,4,0,76,1
Technology,region_15,Bachelor's Degree,Male,other,2,31,3,0,81,0
Sales & Marketing,region_2,Bachelor's Degree,Male,sourcing,2,55,2,0,49,0
Operations,region_22,Bachelor's Degree,Female,sourcing,1,28,4,0,57,0
Technology,region_11,Bachelor's Degree,Male,other,2,29,3,0,85,0
R&D,region_7,Master's Degree,Male,sourcing,1,37,4,0,82,0
Technology,region_16,Bachelor's Degree,Female,other,1,42,3,0,77,0
Operations,region_22,Bachelor's Degree,Male,other,1,48,5,0,75,1
Analytics,region_2,Bachelor's Degree,Male,sourcing,1,34,4,0,82,0
Operations,region_11,Bachelor's Degree,Male,other,1,35,4,0,62,0
Finance,region_31,Bachelor's Degree,Female,other,1,26,5,0,62,0
Operations,region_22,Master's Degree,Male,sourcing,1,37,3,0,97,1
Sales & Marketing,region_23,Bachelor's Degree,Male,sourcing,1,35,3,0,48,0
Sales & Marketing,region_8,Bachelor's Degree,Male,sourcing,1,29,3,0,54,0
Sales & Marketing,region_34,Bachelor's Degree,Male,sourcing,3,29,1,0,50,0
Sales & Marketing,region_2,Bachelor's Degree,Male,other,1,28,5,0,51,0
Sales & Marketing,region_30,Bachelor's Degree,Male,sourcing,2,34,1,0,49,0
Sales & Marketing,region_8,Bachelor's Degree,Male,sourcing,1,25,3,0,50,0
Procurement,region_26,Bachelor's Degree,Male,other,2,30,2,0,72,0
Sales & Marketing,region_28,Master's Degree,Male,sourcing,1,41,2,0,48,0
Procurement,region_4,Master's Degree,Female,other,1,36,4,0,74,0
Analytics,region_4,Master's Degree,Male,other,1,36,5,0,89,1
Operations,region_22,Bachelor's Degree,Male,referred,1,29,4,0,64,0
Procurement,region_2,Bachelor's Degree,Female,other,1,39,5,0,73,0
Operations,region_8,Bachelor's Degree,Female,sourcing,1,26,5,0,63,0
Finance,region_7,Bachelor's Degree,Male,other,2,30,3,1,89,1
Finance,region_2,Bachelor's Degree,Male,other,2,36,3,0,39,0
Technology,region_27,PhD,Male,sourcing,1,30,5,0,77,0
Technology,region_2,Bachelor's Degree,Male,sourcing,1,32,5,0,78,0
Procurement,region_2,Bachelor's Degree,Male,sourcing,1,41,2,0,69,0
Sales & Marketing,region_7,Bachelor's Degree,Male,other,1,40,2,0,56,0
Operations,region_22,Bachelor's Degree,Female,other,1,28,1,0,57,0
Procurement,region_4,Master's Degree,Male,other,1,33,1,0,68,0
Procurement,region_2,PhD,Male,sourcing,4,36,4,0,70,0
Operations,region_10,Bachelor's Degree,Male,other,1,28,4,0,62,0
Operations,region_22,Bachelor's Degree,Male,sourcing,1,46,3,0,62,0
Analytics,region_22,Bachelor's Degree,Male,other,2,26,5,0,85,1
Operations,region_19,Bachelor's Degree,Male,other,1,33,3,0,66,0
Analytics,region_31,Bachelor's Degree,Male,other,1,34,3,0,80,0
Procurement,region_2,Bachelor's Degree,Male,other,1,32,2,0,67,0
Sales & Marketing,region_25,Bachelor's Degree,Male,other,1,34,3,0,50,0
Sales & Marketing,region_2,Bachelor's Degree,Male,other,3,41,2,0,47,0
Sales & Marketing,region_2,Bachelor's Degree,Male,other,2,32,3,0,51,0
Sales & Marketing,region_13,Bachelor's Degree,Female,sourcing,1,49,3,0,49,0
Procurement,region_8,Master's Degree,Female,other,1,44,5,0,67,0
Technology,region_13,Bachelor's Degree,Female,sourcing,1,43,1,0,79,0
Sales & Marketing,region_23,Master's Degree,Male,other,1,33,5,0,46,0
Sales & Marketing,region_2,Master's Degree,Female,sourcing,1,58,3,0,51,0
Technology,region_17,Master's Degree,Male,other,1,44,5,0,74,0
Operations,region_13,Master's Degree,Male,other,1,39,5,0,55,0
Technology,region_31,Master's Degree,Male,sourcing,1,36,4,1,96,1
Sales & Marketing,region_29,Bachelor's Degree,Male,sourcing,2,29,1,0,51,0
Technology,region_2,Master's Degree,Male,other,2,38,4,0,79,0
Sales & Marketing,region_15,Master's Degree,Male,other,1,42,1,0,52,0
Analytics,region_22,Bachelor's Degree,Male,other,1,40,3,0,87,0
Technology,region_12,Bachelor's Degree,Male,sourcing,1,33,1,0,77,0
Analytics,region_22,Bachelor's Degree,Male,other,3,29,1,0,93,0
Sales & Marketing,region_27,Bachelor's Degree,Male,sourcing,1,45,1,0,52,0
Operations,region_13,Bachelor's Degree,Female,sourcing,1,33,5,0,58,0
Sales & Marketing,region_3,Bachelor's Degree,Male,sourcing,1,28,3,0,51,0
Operations,region_2,Bachelor's Degree,Female,other,1,48,5,0,55,0
Analytics,region_15,Bachelor's Degree,Male,other,1,32,2,0,85,0
Procurement,region_2,Master's Degree,Female,other,1,38,4,0,71,0
Sales & Marketing,region_15,Master's Degree,Male,sourcing,1,32,3,0,42,0
Sales & Marketing,region_15,Bachelor's Degree,Male,other,1,40,3,0,50,0
Technology,region_33,Bachelor's Degree,Male,sourcing,1,27,3,0,81,0
Sales & Marketing,region_22,Bachelor's Degree,Male,sourcing,1,30,0,0,49,0
Operations,region_2,Master's Degree,Male,sourcing,1,44,5,0,60,0
Procurement,region_19,Bachelor's Degree,Male,sourcing,1,33,2,0,69,0
Procurement,region_26,Bachelor's Degree,Male,other,2,26,0,0,72,0
HR,region_2,Bachelor's Degree,Female,other,1,32,4,0,49,0
Sales & Marketing,region_31,PhD,Male,other,1,29,3,0,49,0
Technology,region_22,Master's Degree,Male,sourcing,3,30,0,0,78,0
Procurement,region_2,High School,Female,other,1,25,2,0,68,0
Procurement,region_16,Bachelor's Degree,Male,sourcing,1,29,5,0,67,0
Procurement,region_13,Master's Degree,Female,other,4,35,3,0,72,0
Sales & Marketing,region_22,Bachelor's Degree,Male,other,1,35,1,0,52,0
Procurement,region_7,Bachelor's Degree,Female,sourcing,1,31,4,0,65,1
HR,region_2,Master's Degree,Female,other,1,43,4,0,52,0
HR,region_6,Bachelor's Degree,Female,other,1,33,3,0,53,0
Sales & Marketing,region_2,Bachelor's Degree,Male,sourcing,2,39,1,0,39,0
Procurement,region_13,Master's Degree,Male,sourcing,1,40,5,0,74,0
Technology,region_2,Master's Degree,Male,sourcing,1,56,1,0,77,0
Finance,region_31,Bachelor's Degree,Male,sourcing,3,26,5,0,54,0
Sales & Marketing,region_6,Bachelor's Degree,Female,other,1,25,0,0,49,0
Technology,region_8,Bachelor's Degree,Female,other,1,27,0,0,77,0
Procurement,region_2,Bachelor's Degree,Female,sourcing,1,38,5,0,65,0
Procurement,region_2,Master's Degree,Female,referred,1,39,5,0,83,1
Sales & Marketing,region_16,Bachelor's Degree,Male,other,1,32,3,0,50,0
Sales & Marketing,region_2,Bachelor's Degree,Male,other,1,37,5,0,53,0
Procurement,region_17,Bachelor's Degree,Male,other,2,32,5,0,69,0
Operations,region_2,Master's Degree,Female,other,1,58,3,0,64,0
Technology,region_11,Bachelor's Degree,Male,sourcing,1,29,1,0,79,0
Analytics,region_23,Bachelor's Degree,Male,other,1,39,3,0,87,0
Sales & Marketing,region_15,Master's Degree,Male,sourcing,1,31,2,0,51,0
Analytics,region_22,Bachelor's Degree,Female,sourcing,1,29,3,0,85,1
Operations,region_2,Bachelor's Degree,Male,sourcing,1,41,3,0,57,0
Operations,region_19,Bachelor's Degree,Male,sourcing,1,32,5,0,59,0
Technology,region_24,Bachelor's Degree,Male,other,2,29,3,0,78,0
Sales & Marketing,region_10,Bachelor's Degree,Male,sourcing,1,27,0,0,66,1
Sales & Marketing,region_1,Master's Degree,Female,other,1,31,3,0,48,0
Technology,region_26,High School,Male,other,1,24,2,0,77,0
Operations,region_7,Bachelor's Degree,Female,other,2,31,5,0,59,0
Operations,region_22,Master's Degree,Male,other,1,47,5,0,60,0
Technology,region_22,Master's Degree,Male,other,1,36,3,0,80,0
Procurement,region_24,Bachelor's Degree,Female,other,1,25,3,0,75,0
Procurement,region_15,Master's Degree,Male,other,1,37,4,0,65,0
Technology,region_2,Bachelor's Degree,Female,other,1,28,0,0,80,0
Technology,region_7,Bachelor's Degree,Male,sourcing,1,42,2,0,82,0
HR,region_26,Bachelor's Degree,Male,sourcing,1,27,4,0,55,0
Analytics,region_22,Bachelor's Degree,Male,other,1,27,5,0,83,1
Sales & Marketing,region_4,Master's Degree,Female,other,1,42,5,0,50,0
Sales & Marketing,region_2,Master's Degree,Male,sourcing,2,49,2,0,53,0
Finance,region_22,Master's Degree,Male,sourcing,1,31,2,0,39,0
Analytics,region_9,Bachelor's Degree,Male,sourcing,2,26,3,0,82,0
Analytics,region_26,Bachelor's Degree,Male,other,1,37,5,0,88,0
Analytics,region_15,Bachelor's Degree,Male,sourcing,1,27,3,0,85,0
Analytics,region_11,Master's Degree,Male,other,1,36,3,0,84,0
Procurement,region_2,Master's Degree,Male,sourcing,1,46,5,0,69,0
Technology,region_2,Master's Degree,Male,other,1,58,4,0,80,0
Operations,region_2,Bachelor's Degree,Male,sourcing,1,30,4,0,57,0
Operations,region_7,Master's Degree,Male,sourcing,1,35,3,0,54,0
Sales & Marketing,region_2,Bachelor's Degree,Female,sourcing,1,35,4,0,54,0
Operations,region_8,PhD,Female,other,1,29,0,0,52,0
Operations,region_11,Master's Degree,Male,other,2,38,5,0,60,0
