Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,,,
37,Male,Master's Degree,Marketing Director,14,190000,Australia,Asian,,,
39,Female,Bachelor's Degree,Financial Manager,16,200000,Australia,Australian,,,
26,Male,Bachelor's Degree,Product Designer,2,55000,China,Korean,,,
31,Female,PhD,Data Scientist,8,140000,UK,Welsh,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,UK,Asian,,,
33,Female,Master's Degree,Marketing Manager,9,130000,USA,African American,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,White,,,
36,Female,PhD,Research Scientist,12,170000,UK,White,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,China,Chinese,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,USA,African American,,,
34,Male,PhD,Research Director,11,160000,UK,Mixed,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,USA,Asian,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,USA,Hispanic,,,
24,Female,High School,Receptionist,0,25000,UK,Welsh,,,
37,Male,Master's Degree,Marketing Director,14,190000,China,White,,,
39,Female,Bachelor's Degree,Financial Manager,16,200000,Australia,Australian,,,
26,Male,Bachelor's Degree,Product Designer,2,55000,Canada,Asian,,,
31,Female,PhD,Data Scientist,8,140000,UK,White,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Canada,Asian,,,
33,Female,Master's Degree,Marketing Manager,9,130000,China,White,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,China,Chinese,,,
36,Female,PhD,Research Scientist,12,170000,UK,White,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,USA,African American,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,USA,Hispanic,,,
34,Male,PhD,Research Director,11,160000,Canada,Asian,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,China,Chinese,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,USA,Asian,,,
24,Female,High School,Receptionist,0,25000,UK,Asian,,,
37,Male,Master's Degree,Marketing Director,14,190000,Australia,Australian,,,
39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,Welsh,,,
26,Male,Bachelor's Degree,Product Designer,2,55000,UK,Asian,,,
31,Female,PhD,Data Scientist,8,140000,Canada,Black,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,USA,African American,,,
33,Female,Master's Degree,Marketing Manager,9,130000,USA,African American,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,Australian,,,
36,Female,PhD,Research Scientist,12,170000,China,Korean,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,Canada,Black,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,USA,Hispanic,,,
34,Male,PhD,Research Director,11,160000,Canada,White,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,USA,White,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,USA,White,,,
24,Female,High School,Receptionist,0,25000,UK,Mixed,,,
37,Male,Master's Degree,Marketing Director,14,190000,Australia,Australian,,,
39,Female,Bachelor's Degree,Financial Manager,16,200000,Canada,Asian,,,
26,Male,Bachelor's Degree,Product Designer,2,55000,UK,White,,,
31,Female,PhD,Data Scientist,8,140000,Australia,Australian,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Canada,Asian,,,
33,Female,Master's Degree,Marketing Manager,9,130000,USA,Asian,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,USA,Asian,,,
36,Female,PhD,Research Scientist,12,170000,Australia,White,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,Australia,White,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,Australia,White,,,
34,Male,PhD,Research Director,11,160000,USA,Asian,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,China,Chinese,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,Asian,,,
24,Female,High School,Receptionist,0,25000,USA,Hispanic,,,
37,Male,Master's Degree,Marketing Director,14,190000,USA,Hispanic,,,
39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,Welsh,,,
27,Male,phD,Marketing Coordinator,7,120000,Canada,Black,,,
28,Female,Bachelor's Degree,Marketing Coordinator,3,60000,UK,Asian,,,
33,Male,Master's Degree,Software Engineer,8,120000,Canada,White,,,
27,Female,Bachelor's Degree,Product Manager,2,65000,Australia,White,,,
30,Male,PhD,Data Scientist,6,100000,UK,Asian,,,
36,Female,Bachelor's Degree,Financial Analyst,11,150000,USA,African American,,,
29,Male,Bachelor's Degree,Marketing Analyst,3,65000,China,White,,,
32,Female,Master's Degree,Software Engineer,9,120000,Australia,White,,,
26,Male,Bachelor's Degree,Graphic Designer,1,45000,Canada,White,,,
29,Female,Bachelor's Degree,Product Manager,5,80000,USA,Asian,,,
35,Male,PhD,Research Scientist,11,150000,UK,Welsh,,,
27,Male,Bachelor's Degree,Software Engineer,2,65000,USA,Asian,,,
31,Female,Bachelor's Degree,Marketing Manager,7,100000,UK,Asian,,,
28,Male,Master's Degree,Financial Analyst,4,90000,Canada,Black,,,
24,Female,Bachelor's Degree,Marketing Analyst,0,40000,China,Korean,,,
30,Male,Bachelor's Degree,Project Manager,6,110000,Australia,Asian,,,
34,Female,PhD,Research Director,12,170000,China,Chinese,,,
27,Male,Bachelor's Degree,Software Engineer,3,75000,Canada,Asian,,,
33,Female,Master's Degree,Marketing Manager,8,120000,China,Korean,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,UK,Welsh,,,
25,Female,High School,Customer Service Representative,1,30000,UK,Mixed,,,
36,Male,PhD,Research Scientist,13,180000,Canada,Asian,,,
39,Female,Bachelor's Degree,Financial Manager,15,200000,Australia,White,,,
26,Male,Bachelor's Degree,Product Designer,1,50000,Canada,White,,,
31,Female,PhD,Data Scientist,8,140000,USA,Hispanic,,,
28,Male,Bachelor's Degree,Marketing Analyst,3,65000,UK,Mixed,,,
32,Female,Bachelor's Degree,Product Manager,7,110000,UK,Asian,,,
24,Male,High School,Delivery Driver,0,28000,Australia,Australian,,,
37,Male,Master's Degree,Marketing Director,14,190000,China,White,,,
39,Female,Bachelor's Degree,Financial Manager,16,210000,Australia,Australian,,,
26,Male,Bachelor's Degree,Product Designer,2,55000,China,Chinese,,,
31,Female,PhD,Data Scientist,8,140000,China,Chinese,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Australia,Asian,,,
33,Female,Master's Degree,Marketing Manager,9,130000,USA,White,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,White,,,
36,Female,PhD,Research Scientist,12,170000,China,White,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,USA,Hispanic,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,Australia,Asian,,,
34,Male,PhD,Research Director,11,160000,China,White,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Australia,Asian,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,Australia,White,,,
24,Female,High School,Receptionist,0,25000,China,Chinese,,,
37,Male,Master's Degree,Marketing Director,14,190000,USA,Hispanic,,,
39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,Welsh,,,
26,Male,Bachelor's Degree,Product Designer,2,55000,UK,Mixed,,,
31,Female,PhD,Data Scientist,8,140000,USA,African American,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Australia,Australian,,,
33,Female,Master's Degree,Marketing Manager,9,130000,UK,Asian,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,Asian,,,
36,Female,PhD,Research Scientist,12,170000,Canada,Black,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,China,Korean,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,China,Korean,,,
34,Male,PhD,Research Director,11,160000,Australia,Asian,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,UK,Welsh,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,White,,,
24,Female,High School,Receptionist,0,25000,USA,African American,,,
37,Male,Master's Degree,Marketing Director,14,190000,UK,White,,,
39,Female,Bachelor's Degree,Financial Manager,16,200000,China,Korean,,,
26,Male,Bachelor's Degree,Product Designer,2,55000,USA,African American,,,
31,Female,PhD,Data Scientist,8,140000,USA,White,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Australia,Asian,,,
33,Female,Master's Degree,Marketing Manager,9,130000,China,Korean,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,China,Chinese,,,
36,Female,PhD,Research Scientist,12,170000,Canada,Black,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,Canada,Black,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,Canada,Black,,,
34,Male,PhD,Research Director,11,160000,China,Chinese,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,China,Korean,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,White,,,
24,Female,High School,Receptionist,0,25000,Canada,White,,,
37,Male,Master's Degree,Marketing Director,14,190000,Australia,Australian,,,
39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,Mixed,,,
26,Male,Bachelor's Degree,Product Designer,2,55000,UK,Mixed,,,
31,Female,PhD,Data Scientist,8,140000,UK,Mixed,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Australia,White,,,
33,Female,Master's Degree,Marketing Manager,9,130000,Australia,White,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,USA,Asian,,,
36,Female,PhD,Research Scientist,12,170000,USA,African American,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,Canada,Asian,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,Canada,Black,,,
34,Male,PhD,Research Director,11,160000,Canada,Asian,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Australia,Australian,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,UK,Mixed,,,
24,Female,High School,Receptionist,0,25000,USA,White,,,
37,Male,Master's Degree,Marketing Director,14,190000,Australia,White,,,
39,Female,Bachelor's Degree,Financial Manager,16,200000,USA,White,,,
26,Male,Bachelor's Degree,Product Designer,2,55000,USA,White,,,
31,Female,PhD,Data Scientist,8,140000,Australia,Asian,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,UK,Mixed,,,
33,Female,Master's Degree,Marketing Manager,9,130000,Australia,Asian,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,UK,Asian,,,
36,Female,PhD,Research Scientist,12,170000,Canada,White,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,Canada,Black,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,China,White,,,
34,Male,PhD,Research Director,11,160000,USA,White,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Australia,Australian,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,China,Chinese,,,
24,Female,High School,Receptionist,0,25000,China,Chinese,,,
37,Male,Master's Degree,Marketing Director,14,190000,China,White,,,
39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,White,,,
26,Male,Bachelor's Degree,Product Designer,2,55000,China,White,,,
31,Female,PhD,Data Scientist,8,140000,UK,Asian,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Canada,White,,,
33,Female,Master's Degree,Marketing Manager,9,130000,China,White,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,Canada,Black,,,
36,Female,PhD,Research Scientist,12,170000,Canada,Asian,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,USA,African American,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,UK,Asian,,,
34,Male,PhD,Research Director,11,160000,Canada,White,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,Canada,Asian,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,Asian,,,
24,Female,High School,Receptionist,0,25000,Canada,White,,,
37,Male,Master's Degree,Marketing Director,14,190000,Canada,Asian,,,
39,Female,Bachelor's Degree,Financial Manager,16,200000,Australia,Australian,,,
26,Male,Bachelor's Degree,Product Designer,2,55000,Canada,Asian,,,
31,Female,PhD,Data Scientist,8,140000,Australia,White,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,70000,Canada,Asian,,,
33,Female,Master's Degree,Marketing Manager,9,130000,UK,Welsh,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,Asian,,,
36,Female,PhD,Research Scientist,12,170000,Canada,Black,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,USA,African American,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,90000,Australia,Asian,,,
34,Male,PhD,Research Director,11,160000,UK,Asian,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,60000,China,Chinese,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,Australia,Australian,,,
24,Female,High School,Receptionist,0,25000,USA,Hispanic,,,
37,Male,Master's Degree,Marketing Director,14,190000,China,Korean,,,
39,Female,Bachelor's Degree,Financial Manager,16,200000,UK,Asian,,,
29,Female,Bachelor's Degree,Marketing Coordinator,4,65000,UK,Asian,,,
34,Male,Master's Degree,Software Engineer,9,125000,USA,African American,,,
28,Female,Bachelor's Degree,Product Manager,3,70000,Canada,Asian,,,
31,Male,PhD,Data Scientist,7,110000,Canada,White,,,
37,Female,Bachelor's Degree,Financial Analyst,12,160000,UK,Asian,,,
30,Male,Bachelor's Degree,Marketing Analyst,4,75000,China,White,,,
33,Female,Master's Degree,Software Engineer,8,120000,UK,Mixed,,,
27,Male,Bachelor's Degree,Graphic Designer,2,50000,Australia,Australian,,,
30,Female,Bachelor's Degree,Product Manager,5,85000,USA,White,,,
36,Male,PhD,Research Scientist,11,155000,Canada,White,,,
28,Male,Bachelor's Degree,Software Engineer,3,70000,UK,White,,,
32,Female,Bachelor's Degree,Marketing Manager,8,115000,UK,White,,,
29,Male,Master's Degree,Financial Analyst,5,95000,USA,African American,,,
25,Female,Bachelor's Degree,Marketing Analyst,0,40000,Canada,Asian,,,
31,Male,Bachelor's Degree,Project Manager,6,115000,Australia,Australian,,,
35,Female,PhD,Research Director,12,175000,Canada,Black,,,
28,Male,Bachelor's Degree,Software Engineer,3,70000,Canada,White,,,
33,Female,Master's Degree,Marketing Manager,9,135000,Australia,Australian,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,Canada,Black,,,
25,Female,High School,Customer Service Representative,1,30000,UK,Mixed,,,
36,Male,PhD,Research Scientist,13,185000,UK,Mixed,,,
40,Female,Bachelor's Degree,Financial Manager,15,210000,Australia,Australian,,,
27,Male,Bachelor's Degree,Product Designer,1,45000,China,White,,,
32,Female,PhD,Data Scientist,9,145000,USA,Hispanic,,,
28,Male,Bachelor's Degree,Marketing Analyst,3,70000,UK,Welsh,,,
32,Female,Bachelor's Degree,Product Manager,7,120000,China,Chinese,,,
24,Male,High School,Delivery Driver,0,28000,Canada,Asian,,,
38,Male,Master's Degree,Marketing Director,14,195000,USA,White,,,
40,Female,Bachelor's Degree,Financial Manager,16,215000,China,White,,,
27,Male,Bachelor's Degree,Product Designer,2,55000,Australia,Asian,,,
32,Female,PhD,Data Scientist,9,145000,China,White,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,UK,White,,,
33,Female,Master's Degree,Marketing Manager,9,135000,China,Chinese,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,Canada,Black,,,
36,Female,PhD,Research Scientist,13,185000,Australia,Asian,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,China,Chinese,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,China,Korean,,,
34,Male,PhD,Research Director,12,170000,Canada,Black,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,China,White,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,White,,,
24,Female,High School,Receptionist,0,25000,Canada,White,,,
38,Male,Master's Degree,Marketing Director,14,195000,Canada,Black,,,
40,Female,Bachelor's Degree,Financial Manager,16,215000,China,Korean,,,
27,Male,Bachelor's Degree,Product Designer,2,55000,China,White,,,
32,Female,PhD,Data Scientist,9,145000,UK,White,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,USA,African American,,,
33,Female,Master's Degree,Marketing Manager,9,135000,USA,Asian,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,Canada,White,,,
36,Female,PhD,Research Scientist,13,185000,Australia,White,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,Australia,Asian,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,USA,Asian,,,
34,Male,PhD,Research Director,12,170000,UK,Welsh,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,USA,Asian,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,Black,,,
24,Female,High School,Receptionist,0,25000,UK,Welsh,,,
38,Male,Master's Degree,Marketing Director,14,195000,China,Chinese,,,
40,Female,Bachelor's Degree,Financial Manager,16,215000,Australia,White,,,
27,Male,Bachelor's Degree,Product Designer,2,55000,UK,White,,,
32,Female,PhD,Data Scientist,9,145000,USA,Asian,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,USA,Hispanic,,,
33,Female,Master's Degree,Marketing Manager,9,135000,Australia,White,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,Canada,Black,,,
36,Female,PhD,Research Scientist,13,185000,USA,African American,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,UK,White,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,Australia,Australian,,,
34,Male,PhD,Research Director,12,170000,Canada,Asian,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,UK,Welsh,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,USA,Hispanic,,,
24,Female,High School,Receptionist,0,25000,USA,Hispanic,,,
38,Male,Master's Degree,Marketing Director,14,195000,Australia,Australian,,,
40,Female,Bachelor's Degree,Financial Manager,16,215000,Australia,Australian,,,
27,Male,Bachelor's Degree,Product Designer,2,55000,Canada,Black,,,
32,Female,PhD,Data Scientist,9,145000,Canada,Asian,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,China,Chinese,,,
33,Female,Master's Degree,Marketing Manager,9,135000,China,White,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,USA,African American,,,
36,Female,PhD,Research Scientist,13,185000,Australia,Asian,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,China,Korean,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,UK,White,,,
34,Male,PhD,Research Director,12,170000,Australia,White,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,UK,White,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,China,Chinese,,,
24,Female,High School,Receptionist,0,25000,Canada,White,,,
38,Male,Master's Degree,Marketing Director,14,195000,UK,Asian,,,
40,Female,Bachelor's Degree,Financial Manager,16,215000,China,Chinese,,,
27,Male,Bachelor's Degree,Product Designer,2,55000,USA,African American,,,
32,Female,PhD,Data Scientist,9,145000,Australia,White,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,UK,White,,,
33,Female,Master's Degree,Marketing Manager,9,135000,Australia,Asian,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,Asian,,,
36,Female,PhD,Research Scientist,13,185000,China,Chinese,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,China,Chinese,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,USA,Asian,,,
34,Male,PhD,Research Director,12,170000,China,Korean,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,USA,African American,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,China,Korean,,,
24,Female,High School,Receptionist,0,25000,Australia,White,,,
38,Male,Master's Degree,Marketing Director,14,195000,USA,Asian,,,
40,Female,Bachelor's Degree,Financial Manager,16,215000,UK,White,,,
27,Male,Bachelor's Degree,Product Designer,2,55000,USA,African American,,,
32,Female,PhD,Data Scientist,9,145000,Canada,White,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,USA,Hispanic,,,
33,Female,Master's Degree,Marketing Manager,9,135000,China,Korean,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,UK,Welsh,,,
36,Female,PhD,Research Scientist,13,185000,Australia,Australian,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,UK,Welsh,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,USA,White,,,
34,Male,PhD,Research Director,12,170000,USA,Asian,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,UK,Welsh,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,UK,Mixed,,,
24,Female,High School,Receptionist,0,25000,USA,Asian,,,
38,Male,Master's Degree,Marketing Director,14,195000,USA,White,,,
40,Female,Bachelor's Degree,Financial Manager,16,215000,China,White,,,
27,Male,Bachelor's Degree,Product Designer,2,55000,USA,Hispanic,,,
32,Female,PhD,Data Scientist,9,145000,China,White,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,UK,Mixed,,,
33,Female,Master's Degree,Marketing Manager,9,135000,UK,White,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,Asian,,,
36,Female,PhD,Research Scientist,13,185000,Canada,White,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,Canada,Asian,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,China,White,,,
34,Male,PhD,Research Director,12,170000,Australia,Asian,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,China,White,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,Australia,Asian,,,
24,Female,High School,Receptionist,0,25000,China,Chinese,,,
38,Male,Master's Degree,Marketing Director,14,195000,China,Chinese,,,
40,Female,Bachelor's Degree,Financial Manager,16,215000,China,White,,,
26,Female,Master's Degree,Software Engineer,2,75000,China,Korean,,,
39,Male,PhD,Research Scientist,14,185000,UK,White,,,
32,Female,Bachelor's Degree,Marketing Manager,7,120000,Canada,White,,,
28,Male,Bachelor's Degree,Graphic Designer,3,60000,Canada,Asian,,,
35,Female,Master's Degree,Data Scientist,10,145000,UK,Asian,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,China,Chinese,,,
33,Female,Master's Degree,Product Manager,8,135000,USA,Hispanic,,,
27,Male,Bachelor's Degree,Software Engineer,2,70000,Australia,Australian,,,
36,Female,PhD,Research Director,12,175000,China,Korean,,,
24,Male,High School,Delivery Driver,0,28000,Australia,White,,,
38,Male,Master's Degree,Marketing Director,14,195000,Canada,Asian,,,
40,Female,Bachelor's Degree,Financial Manager,16,215000,Canada,Black,,,
27,Male,Bachelor's Degree,Product Designer,2,55000,China,Korean,,,
32,Female,PhD,Data Scientist,9,145000,Canada,Black,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,USA,White,,,
33,Female,Master's Degree,Marketing Manager,9,135000,Australia,Australian,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,China,Chinese,,,
36,Female,PhD,Research Scientist,13,185000,UK,Asian,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,China,Korean,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,UK,Welsh,,,
34,Male,PhD,Research Director,12,170000,UK,Welsh,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,UK,White,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,Australia,Asian,,,
24,Female,High School,Receptionist,0,25000,USA,White,,,
38,Male,Master's Degree,Marketing Director,14,195000,UK,White,,,
40,Female,Bachelor's Degree,Financial Manager,16,215000,USA,Hispanic,,,
27,Male,Bachelor's Degree,Product Designer,2,55000,UK,Mixed,,,
32,Female,PhD,Data Scientist,9,145000,Canada,Asian,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,Australia,Australian,,,
33,Female,Master's Degree,Marketing Manager,9,135000,Canada,Asian,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,Australian,,,
36,Female,PhD,Research Scientist,13,185000,China,White,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,Canada,Asian,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,China,Chinese,,,
34,Male,PhD,Research Director,12,170000,UK,Asian,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,USA,African American,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,UK,Mixed,,,
24,Female,High School,Receptionist,0,25000,China,Korean,,,
38,Male,Master's Degree,Marketing Director,14,195000,UK,White,,,
40,Female,Bachelor's Degree,Financial Manager,16,215000,Australia,White,,,
27,Male,Bachelor's Degree,Product Designer,2,55000,Canada,Black,,,
32,Female,PhD,Data Scientist,9,145000,USA,White,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,China,White,,,
33,Female,Master's Degree,Marketing Manager,9,135000,Canada,White,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,Canada,Black,,,
36,Female,PhD,Research Scientist,13,185000,Australia,Australian,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,UK,Asian,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,Australia,White,,,
34,Male,PhD,Research Director,12,170000,Australia,White,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,Canada,White,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,USA,Hispanic,,,
24,Female,High School,Receptionist,0,25000,Australia,Asian,,,
38,Male,Master's Degree,Marketing Director,14,195000,Canada,White,,,
40,Female,Bachelor's Degree,Financial Manager,16,215000,China,White,,,
27,Male,Bachelor's Degree,Product Designer,2,55000,Canada,White,,,
32,Female,PhD,Data Scientist,9,145000,UK,White,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,Canada,Asian,,,
33,Female,Master's Degree,Marketing Manager,9,135000,UK,Welsh,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,USA,Asian,,,
36,Female,PhD,Research Scientist,13,185000,USA,Asian,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,USA,African American,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,China,Chinese,,,
34,Male,PhD,Research Director,12,170000,China,Korean,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,UK,Asian,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,USA,Asian,,,
24,Female,High School,Receptionist,0,25000,China,White,,,
38,Male,Master's Degree,Marketing Director,14,195000,USA,African American,,,
40,Female,Bachelor's Degree,Financial Manager,16,215000,Canada,White,,,
27,Male,Bachelor's Degree,Product Designer,2,55000,China,Korean,,,
32,Female,PhD,Data Scientist,9,145000,China,Korean,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,Canada,Asian,,,
33,Female,Master's Degree,Marketing Manager,9,135000,Australia,Australian,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,China,Korean,,,
36,Female,PhD,Research Scientist,13,185000,Australia,Australian,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,UK,Asian,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,USA,Hispanic,,,
34,Male,PhD,Research Director,12,170000,UK,Mixed,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,UK,Mixed,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,White,,,
24,Female,High School,Receptionist,0,25000,Australia,Australian,,,
38,Male,Master's Degree,Marketing Director,14,195000,China,Chinese,,,
40,Female,Bachelor's Degree,Financial Manager,16,215000,China,White,,,
27,Male,Bachelor's Degree,Product Designer,2,55000,China,White,,,
32,Female,PhD,Data Scientist,9,145000,China,White,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,UK,Mixed,,,
33,Female,Master's Degree,Marketing Manager,9,135000,China,Korean,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,White,,,
36,Female,PhD,Research Scientist,13,185000,Australia,White,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,UK,Mixed,,,
